,id,user,comment,likes,total,rate,versionCode,date,reply,likedByMe,accountID,badgeIconURL,avatarURL,userRepliesCount,userRepliesAvatarUrls,fromDeveloper,reviewAuditState,isEdited
10,156854566,هادی,نرم افزاری که به قانون بی احترامی کنه برای من قابل اعتماد نیست. بخاطر همین پاکش میکنم,3119,3377,1,930,2023/07/26,,0,32d3c9ab-527c-49c5-9118-020d80cd02a9,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,6,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/user-avatars/46bbee65-0209-4c17-8517-d6575516b3a9-1690800312393570508.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,True
11,156848480,علی,به دلیل عدم رعایت قانون کشور این اپلیکیشن رو حذف میکنم,2254,2438,1,930,2023/07/26,,0,3b63e473-11b9-4471-92d5-e9549e113fe6,https://cdn.account.cafebazaar.ir/badges/v2/Download-Small@Gold@XHDPI.png,https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/3b63e473-11b9-4471-92d5-e9549e113fe6-1667125861092846963.png,0,[],False,0,False
12,156834054,Amoo Ho3ein,حذف میکنم بخاطر بی حرمتی به قوانین شرعی کشور,1620,1750,1,930,2023/07/26,,0,ed55142c-996f-425f-b217-42cc495c0231,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,0,[],False,0,False
13,156864490,محمد حسین,به دلیل نشر بی بند و باری حذف شد,2754,2981,1,930,2023/07/26,,0,2af354cf-c37a-4434-9dfe-a707028f1cf7,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,5,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/5ddbf036-389f-4246-b6ee-c84380de98b0-1670504133213469401.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
14,156833606,توحید,حذف برای همیشه,2614,2829,1,930,2023/07/26,,0,6868bd12-41f2-4ca3-b8aa-a191cc5177ee,https://cdn.account.cafebazaar.ir/badges/v2/Comment2-Small@Gold@XHDPI.png,https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/6868bd12-41f2-4ca3-b8aa-a191cc5177ee-1687988456864987373.png,8,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/ada9676e-c46e-4050-a9d4-ec4a21c056b1-1679679104897090794.png']",False,0,False
15,156831774,rsha,دیگه این برنامه ارزش نداره. ازش استفاده کنی,2532,2740,1,930,2023/07/26,,0,15072256-fc1c-40c1-bb70-ea74388e465a,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,2,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
16,156828815,Unnamed User,بی احترامی به قانون براتون هزینه خواهد داشت,3576,3874,1,930,2023/07/26,,0,fbdf2d29-15ed-4aa4-a14f-1a3d3ef0ca3d,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,2,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/3fdefc6c-6e97-48ab-9769-f3ef10095b5d-1685055820489279513.png']",False,0,False
17,156813965,یحیی,خیلی بد و بدرد نخور,1260,1360,1,930,2023/07/25,,0,577985e6-1038-4435-804c-270513941b8d,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,1,['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png'],False,0,False
18,156813903,mahdi77,برنامه فرهنگی که قانون کشور رو رعایت نکنه یعنی تف سر بالا همون بهتر حذف بشه,3405,3688,1,930,2023/07/25,,0,c4814cd6-fe34-42f3-960e-0c97b3cbd25c,https://cdn.account.cafebazaar.ir/badges/v2/Download-Large@Silver@XHDPI.png,https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/c4814cd6-fe34-42f3-960e-0c97b3cbd25c-1687112820386885803.png,5,"['https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/ada9676e-c46e-4050-a9d4-ec4a21c056b1-1679679104897090794.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/e16669a8-e144-4b4d-bfb9-217a16191f14-1674128538499805054.png']",False,0,False
19,156812958,Unnamed User,سلام متاسفم بابت کشف حجاب عوامل طاقچه جای تاسف است که این افراد به حجاب که قانون پروردگار که خالق ما هست و قانون کشور بی احترامی کردند,1981,2142,1,930,2023/07/25,,0,7ca2afae-413d-4cbe-91b8-475ad9a55e6f,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,4,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/5ddbf036-389f-4246-b6ee-c84380de98b0-1670504133213469401.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
20,156809461,shariati,به دلیل ترویج بی حجاب توسط تیم طاقچه، به اتفاقی اکثر دوستان کتاب دوست، برای همیشه با این نرم افزار خداحافظی می کنیم,2962,3206,1,930,2023/07/25,,0,13b9f594-9a6a-47cf-8ccc-7bcb26b7d94e,https://cdn.account.cafebazaar.ir/badges/v2/Update-Small@Gold@XHDPI.png,https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/13b9f594-9a6a-47cf-8ccc-7bcb26b7d94e-1640247817275987950.png,3,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
21,156832544,راحیل طلوع,به خاطر عدم رعایت قوانین کشور این برنامه را حذف می کنیم انتظار از این برنامه نداشتم یک امتیاز هم فقط جهت ثبت نظر زدم,3003,3251,1,930,2023/07/26,,0,4ae6ab81-ea96-4d6f-85d0-498e3a218dfb,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,3,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/avatars/ic_puppy_144dp.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
22,156825414,عباس,به علت بی احترامی به حجاب حذف میکنم. #تحریم_طاقچه,1057,1139,1,930,2023/07/26,,0,45425967-3b5a-4eb7-8736-c0bf9be1dbcb,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,1,['https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/ada9676e-c46e-4050-a9d4-ec4a21c056b1-1679679104897090794.png'],False,0,False
23,156809660,حیدری,کارکنان طاقچه علارغم ادعاهاشون مبنی بر پاییندی به قانون، در عمل نشون دادن فقط تا وقتی که منافع خودشون در میون باشه به قانون پایبند میمونن! تصویر کار کنان طاقچه بدون حجاب گویای این مطلب! از اونجایی که معلوم نیس در آینده شاهد چه محتواهایی باشیم .این اپ تا وقتی شاهد تغییر رویه نباشیم حذف میشه.,1955,2113,1,930,2023/07/25,,0,50c05407-2a2c-47f7-ac41-c69f7a90afca,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,4,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/a9aa4279-0d93-49f8-8dc3-c24892662227-1653647328409239673.png', 'https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/ada9676e-c46e-4050-a9d4-ec4a21c056b1-1679679104897090794.png']",False,0,False
24,151423125,رضا,به قانون خدا احترام بزارید...,2772,3000,1,930,2023/04/04,,0,226426c8-91a2-4c2f-a21e-c51f1d2d3d6c,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,5,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/user-avatars/135acf31-bbeb-4171-a9f1-4aef93777c3f-1690963187197044686.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
25,156861477,yas,از برنامه بازار انتظار میره که اَپ طاقچه رو به دلیل نقض قوانین، از لیست برنامه‌هاش پاک کنه!,1601,1729,1,930,2023/07/26,,0,c225eb51-1187-4d7b-b8f0-4c2e21767be0,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,4,"['https://cdn.account.cafebazaar.ir/user-avatars/4514cec9-8101-460b-baec-476e9bc8ebce-1689768918649007266.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
26,156844675,ریحانه بهروزیان,این برنامه رو بخاطر رعایت نکردن قانون کشورم حذف میکنم و استفاده ازش رو تحریم میکنم🤝,2664,2883,1,930,2023/07/26,,0,7b432bd2-5d1d-4b81-86ba-890b53c002d6,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,8,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
27,156840192,mustafa,حذف برای قانون کشور,1328,1433,1,930,2023/07/26,,0,a01fa2d2-1fa8-42a3-a44a-86c9dd1993ba,https://cdn.account.cafebazaar.ir/badges/v2/Comment2-Small@Gold@XHDPI.png,https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/a01fa2d2-1fa8-42a3-a44a-86c9dd1993ba-1679656906693132235.png,3,"['https://cdn.account.cafebazaar.ir/avatars/ic_fox_144dp.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/ada9676e-c46e-4050-a9d4-ec4a21c056b1-1679679104897090794.png']",False,0,False
28,156835280,اقاجانی,به علت تصاویر بی حجاب و قانون شکنی حجاب,1411,1523,1,930,2023/07/26,,0,5fd9d247-5bcb-4a5d-b0ad-ad8c6bf4e600,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,0,[],False,0,False
29,156821722,masoumeh minaei,حدود ۵۰۰ روزاشتراک بی نهایت وکلی کتاب تهیه شده ام ازاین نرم افزار راکنار می گذارم و تا وقتی که به قوانین کشور عزیزم ایران پایبند نباشه ازش استفاده مجدد نخواهم کرد. تمام تلاشم را جهت احقاق تمام حقوق مادی و معنوی خودم و بر کناری مسئولین این بی حجاب علنی وعذرخواهی مدیران مجموعه طاقچه پیگیری خواهم کرد.,2362,2555,1,930,2023/07/25,,0,2c2b72a7-cb25-48ad-99fd-6bd9f2040242,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,23,"['https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/0418ada2-3761-48ee-9f51-9aeb9301f4a4-1660360866297641291.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
30,156813691,ali,بی خوده,1187,1280,1,930,2023/07/25,,0,a3949c79-26cd-4acc-ab81-d43ea29f8d53,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,2,"['https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/ada9676e-c46e-4050-a9d4-ec4a21c056b1-1679679104897090794.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
31,157019955,قدس,بعلت عدم رعایت قانون خدا و کشور....حذف نصب شما هم حذف کنید تا ادب بشن,1054,1136,1,930,2023/07/30,,0,a133aa92-6dce-43ea-b043-045d3f318aaa,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,2,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
32,156868977,حانی,بی احترامی به دین و قانون !!!,1208,1303,1,930,2023/07/26,,0,9a8f40f6-a034-4eb2-927a-8c7e69ca0252,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,1,['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png'],False,0,False
33,156861595,محدثه,به عنوان کسی که از روزهای اول تاسیس طاقچه باهاتون همراه بودم بابت عکس منتشر شده تقاضای توضیح واضح و جبران دارم و واقعا توقع داشتم‌شما که خواهان احترام به قانون باشیم و خودتان هم نوشتید که تایع قانون جمهوری اسلامی هستید خودتان هم رعایت کنید,1362,1470,1,930,2023/07/26,,0,a1e1c29c-09e1-4adf-b6af-e6681a0b25b4,https://cdn.account.cafebazaar.ir/badges/v2/Update-Small@Gold@XHDPI.png,https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/a1e1c29c-09e1-4adf-b6af-e6681a0b25b4-1666959905390380726.png,5,"['https://cdn.account.cafebazaar.ir/user-avatars/135acf31-bbeb-4171-a9f1-4aef93777c3f-1690963187197044686.png', 'https://cdn.account.cafebazaar.ir/avatars/ic_fox_144dp.png', 'https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/ada9676e-c46e-4050-a9d4-ec4a21c056b1-1679679104897090794.png']",False,0,False
34,156856723,fotros,حجاب قانون خداست....,1090,1175,1,930,2023/07/26,,0,f08f4dce-6c28-4e1a-b49c-8d8d373078ab,,https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/f08f4dce-6c28-4e1a-b49c-8d8d373078ab-1641326031492317869.png,0,[],False,0,False
35,156827109,ا,کسی که خودش بی فرهنگه نمی تونه فرهنگ ساز باشه,958,1032,1,930,2023/07/26,,0,79b2f2af-1b37-4a33-8d23-19b2fd05f474,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,2,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
36,156832892,mohammad,گسترش بی حجابی موجب‌گسترش بی حیایی و بی عفتی و این دو موجب نابودی خانواده است و ما جلوی آن می ایستیم,969,1044,1,930,2023/07/26,,0,3cc7bcb7-0ace-4cf6-a675-f15139d8a8d5,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,1,['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png'],False,0,False
37,156823177,Unnamed User,وقتی از هر راهی میخوایید به پول برسید نتیجه اش میشه همین... آبروی قشر فرهنگی و کتاب خوان رو بیشتر از این نبرید با این قبح شکنی هاتون من حذفش میکنم این برنامه رو,1029,1109,1,930,2023/07/25,,0,2337236d-d7f4-4162-9d11-c6e47afd6e10,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,1,['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png'],False,0,False
38,156820230,hadi.j,باعث تاسف فراوان از این اقدام غیر اخلاقی و غیر قانونی شما در کشف حجاب.تاسف از اینکه شما قراره فرهنگ سازی در جامعه انجام بدین با این نرم افزار!!! کدام فرهنگ؟ فرهنگ برهنگی؟ فرهنگ بی قانونی؟ فرهنگ ضد ارزش؟,921,992,1,930,2023/07/25,,0,913bda08-0ecd-4fab-b203-afa312c59d35,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,2,"['https://cdn.account.cafebazaar.ir/avatars/ic_ostrich_144dp.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
39,156818099,حانا,سالهاست از طاقچه استفاده می‌کنم. خیلی روی امانتداری و رعایت قانون نشر و ... مانور می‌داد. جدیدا دیدم خودشون به قوانین کشور پایبند نیستن و برای رفاه حال خودشون دم از قانون مداری می‌زنند. از فردا باید بترسم چه چیزهایی قراره توش به بچه هام یاد بده علاوه بر قانون شکنی!,1561,1686,1,930,2023/07/25,,0,27407747-3644-4893-b0ac-1a97ff34711d,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,0,[],False,0,False
40,156815697,Mohammad,با کشف حجاب چند کارمند خرد شرکت شما، خللی در اجرای قوانین کشور ایجاد نمیشود، اما این کار ناپسند و بی‌فکرانه شما،لکه ننگی بود برای این شرکت به ظاهر فرهنگی... تا عذرخواهی رسمی این شرکت، دیگه از این برنامه استفاده نخواهم کرد.,1526,1648,1,930,2023/07/25,,0,68df2213-3b70-4462-a852-7a44cbfcf887,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,2,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/dc0b577f-eaba-4b96-bfa1-dcfb956fea84-1682799740552982613.png']",False,0,False
41,156836130,eryou,افتضاح ، پاک میشه و نصب نمیشه تا ابد,2318,2508,1,930,2023/07/26,,0,ba957add-581c-4686-948b-2afa8b8a20bc,,https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/ba957add-581c-4686-948b-2afa8b8a20bc-1673970453219832775.png,1,['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png'],False,0,False
42,156830170,حسین ک,بدلیل عدم رعایت قانون حذف کردم,2456,2658,1,930,2023/07/26,,0,765eb5b3-da4e-47a0-93cc-8798724c47bb,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,1,['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png'],False,0,False
43,156821908,یاوری,برنامه مزخرفه توصیه میکنم پاکش کنید,1452,1568,1,930,2023/07/25,,0,da4474f9-3038-400c-8e29-bc3092b3912c,https://cdn.account.cafebazaar.ir/badges/v2/Download-Small@Gold@XHDPI.png,https://cdn.account.cafebazaar.ir/avatars/ic_penguin_144dp.png,2,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
44,60466647,نگاری,طاقچه خوب و مهربون و دوست‌داشتنی ما، هنجارشکن و ضد قانون شده. از دستت دلخورم و تا اطلاع ثانوی طاقچه بی‌طاقچه,1003,1081,1,930,2018/02/04,,0,f09699a5-1a4c-40ec-b4ed-47aa2eb4ffd8,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,3,"['https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png', 'https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/a77bf92c-62c4-4b5e-a339-cfbd1fa11fcd-1639937401685391920.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,True
45,156996340,عرشیان,عدم رعایت قانون؟! حذف🙃,1133,1222,1,930,2023/07/29,,0,990ab4cc-aec7-40b8-abcd-9a59fbefd3ac,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,2,"['https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/ada9676e-c46e-4050-a9d4-ec4a21c056b1-1679679104897090794.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
46,156857909,aysar,با توجه به اینکه طاقچه در آغاز ثبت نام تهعد می ده و تعهد می گیره که پایبند به قوانین کشور باشه و حالا این تعهد رو خودش نقض کرده مشترکان و ناشران حق دارند مبلغ پرداخت شده را مطالبه کرده و پس بگیرند.,3357,3638,1,930,2023/07/26,,0,2db24c36-0cee-463f-8ead-5e665ec57eb4,,https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png,6,"['https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/4cfc0d1c-fa38-4bbd-80a0-6d11a5d88d79-1659392637452489607.png', 'https://35863b3675871c5199d58bc2f1d8fe54.cdn.cafebazaar.cloud/user-avatars/53db1e5e-8f70-456e-8121-bd44b4177acd-1657196124287700991.png', 'https://cdn.account.cafebazaar.ir/avatars/Profile@XXXHDPI.png']",False,0,False
